clubs,date,facilities,food,happiness,helpful,internet,location,opportunities,rank,reputation,school,social,unhelpful
5,6/28/17,5,5,5,0,4,3,5,9,4,Wesleyan University,5,04,6/2/17,4,4,3,0,5,2,4,9,5,Wesleyan University,3,05,4/19/17,5,5,5,0,5,5,5,9,5,Wesleyan University,5,14,4/9/17,5,5,4,1,5,4,4,9,5,Wesleyan University,3,15,1/24/17,4,5,4,1,4,4,5,9,5,Wesleyan University,5,04,1/2/17,5,4,5,0,5,4,5,9,5,Wesleyan University,4,03,11/26/16,5,4,3,1,5,3,5,9,5,Wesleyan University,4,15,11/9/16,5,5,5,0,5,3,4,9,5,Wesleyan University,5,15,8/18/16,4,5,5,2,4,4,5,9,5,Wesleyan University,5,15,2/18/16,5,5,5,1,3,4,5,9,5,Wesleyan University,5,34,1/23/16,5,3,3,2,5,3,3,9,5,Wesleyan University,3,204,12/23/15,5,3,4,3,4,3,5,9,4,Wesleyan University,4,05,11/23/15,5,5,5,0,4,5,5,9,5,Wesleyan University,5,14,11/18/15,5,4,5,4,4,4,4,9,5,Wesleyan University,4,01,11/15/15,5,4,5,2,3,3,4,9,5,Wesleyan University,4,04,11/6/15,5,5,3,6,3,4,4,9,5,Wesleyan University,3,15,9/16/15,5,5,5,3,5,4,5,9,5,Wesleyan University,5,23,6/3/15,5,5,5,1,3,3,4,9,5,Wesleyan University,5,93,6/3/15,5,5,5,2,3,3,4,9,5,Wesleyan University,5,25,11/21/14,4,5,5,3,4,4,5,9,5,Wesleyan University,5,14,11/10/14,4,4,3,5,3,3,4,9,4,Wesleyan University,4,03,11/8/14,4,5,5,1,4,4,5,9,5,Wesleyan University,4,03,11/4/14,5,5,4,0,4,4,3,9,5,Wesleyan University,5,14,11/2/14,5,4,3,5,3,3,4,9,5,Wesleyan University,5,04,10/28/14,4,5,4,1,1,3,5,9,4,Wesleyan University,4,05,10/27/14,5,5,4,1,4,4,4,9,5,Wesleyan University,5,04,10/23/14,3,5,5,0,3,3,4,9,4,Wesleyan University,3,04,10/6/14,5,4,4,1,3,3,4,9,5,Wesleyan University,5,04,4/8/14,4,5,4,1,5,4,5,9,5,Wesleyan University,5,15,4/6/14,5,5,5,2,5,5,5,9,5,Wesleyan University,5,15,1/23/14,5,4,4,1,3,3,5,9,5,Wesleyan University,5,05,1/13/14,5,5,4,0,5,3,5,9,5,Wesleyan University,5,13,12/31/13,3,3,2,1,3,2,3,9,4,Wesleyan University,4,05,12/16/13,5,5,5,1,4,4,5,9,5,Wesleyan University,5,14,10/28/13,4,5,4,3,5,3,5,9,5,Wesleyan University,5,04,10/24/13,5,3,1,3,3,1,1,9,5,Wesleyan University,5,05,9/26/13,5,5,5,0,5,4,5,9,5,Wesleyan University,5,04,9/12/13,4,3,5,1,4,3,5,9,5,Wesleyan University,4,05,9/10/13,5,5,5,0,3,4,1,9,4,Wesleyan University,5,04,7/21/13,5,5,5,0,4,4,5,9,5,Wesleyan University,5,05,4/25/13,4,5,4,0,4,4,5,9,5,Wesleyan University,4,04,10/23/12,5,5,5,2,5,3,5,9,5,Wesleyan University,5,04,9/4/12,5,4,2,0,3,3,5,9,4,Wesleyan University,4,05,4/10/12,5,4,5,0,4,5,5,9,5,Wesleyan University,5,04,4/10/12,5,3,5,0,3,4,5,9,5,Wesleyan University,5,03,1/27/12,4,5,5,1,4,2,5,9,4,Wesleyan University,4,05,1/11/12,5,5,5,0,3,5,5,9,5,Wesleyan University,5,05,12/21/11,5,3,5,0,4,4,5,9,5,Wesleyan University,5,04,11/16/11,4,4,4,0,5,4,5,9,5,Wesleyan University,4,04,10/24/11,4,4,4,0,3,4,5,9,4,Wesleyan University,5,04,10/11/11,5,5,3,0,4,2,5,9,5,Wesleyan University,5,05,8/13/11,5,5,5,0,3,4,5,9,5,Wesleyan University,5,04,1/19/11,5,4,5,0,5,3,5,9,5,Wesleyan University,5,03,12/30/10,5,5,5,0,1,3,5,9,5,Wesleyan University,5,04,11/21/10,5,3,4,0,3,2,5,9,5,Wesleyan University,5,05,11/17/10,5,5,5,0,5,5,5,9,5,Wesleyan University,5,03,11/5/10,5,5,5,0,4,2,5,9,4,Wesleyan University,5,04,9/24/10,5,3,5,0,4,5,5,9,5,Wesleyan University,5,05,8/9/10,5,5,5,0,5,5,5,9,5,Wesleyan University,5,03,6/29/10,4,5,5,0,1,3,5,9,5,Wesleyan University,5,01,6/28/10,4,3,3,0,2,1,3,9,4,Wesleyan University,4,05,5/2/10,5,5,5,0,5,5,5,9,5,Wesleyan University,5,04,4/22/10,5,4,4,0,4,2,5,9,5,Wesleyan University,5,05,4/22/10,5,3,5,0,2,4,5,9,5,Wesleyan University,5,03,4/21/10,4,4,5,0,1,3,5,9,5,Wesleyan University,5,03,4/18/10,5,4,5,0,5,3,5,9,5,Wesleyan University,4,0
4,02/28/2017,5,4,5,0,5,5,5,10,5,Swarthmore College,3,0
5,02/13/2017,5,4,5,0,5,5,5,10,5,Swarthmore College,5,0
4,01/17/2017,5,5,4,0,5,4,5,10,5,Swarthmore College,3,1
5,04/19/2016,5,2,3,0,5,5,4,10,5,Swarthmore College,4,0
4,04/18/2016,4,3,3,0,4,5,5,10,5,Swarthmore College,3,1
4,04/04/2016,5,3,5,1,5,4,4,10,5,Swarthmore College,5,3
5,01/13/2016,5,3,4,1,3,4,3,10,5,Swarthmore College,3,1
4,12/01/2015,4,3,4,2,4,5,4,10,5,Swarthmore College,4,1
4,09/01/2015,5,1,2,7,3,3,4,10,4,Swarthmore College,2,2
5,01/01/2015,4,4,5,11,3,3,5,10,5,Swarthmore College,4,2
5,12/06/2014,5,3,5,6,3,5,4,10,5,Swarthmore College,4,1
3,12/04/2014,5,1,2,5,2,2,3,10,4,Swarthmore College,1,6
4,11/28/2014,5,4,5,1,4,5,4,10,5,Swarthmore College,5,1
3,11/24/2014,5,2,5,2,3,5,5,10,5,Swarthmore College,4,2
3,12/30/2013,5,4,5,5,3,5,4,10,5,Swarthmore College,3,1
5,11/17/2013,5,5,5,1,5,5,5,10,5,Swarthmore College,5,2
5,09/05/2012,5,4,5,3,5,5,5,10,5,Swarthmore College,5,2
4,02/02/2012,5,3,1,0,3,5,5,10,5,Swarthmore College,4,1
5,12/29/2011,5,3,5,0,2,5,5,10,5,Swarthmore College,5,1
5,10/27/2011,4,3,3,0,2,3,4,10,5,Swarthmore College,4,1
5,08/13/2011,4,3,3,0,3,4,5,10,5,Swarthmore College,5,1
5,01/07/2011,4,3,5,0,4,4,5,10,5,Swarthmore College,5,1
4,12/20/2010,3,3,5,0,4,4,5,10,5,Swarthmore College,4,1
4,12/20/2010,3,3,4,0,4,5,5,10,5,Swarthmore College,4,1
4,11/07/2010,5,3,4,0,5,5,5,10,5,Swarthmore College,5,1
4,11/06/2010,3,2,2,0,2,2,5,10,5,Swarthmore College,4,1
5,08/29/2010,5,5,5,0,5,5,5,10,5,Swarthmore College,5,1
4,05/06/2010,3,2,5,0,5,4,5,10,5,Swarthmore College,4,1
4,04/19/2010,5,4,3,0,4,5,5,10,5,Swarthmore College,5,1
4,04/11/2010,5,3,5,0,2,4,5,10,5,Swarthmore College,5,1
5,04/18/2017,5,5,5,0,5,5,5,11,5,University of Pennsylvania,5,2
5,03/26/2017,3,5,5,0,5,5,5,11,4,University of Pennsylvania,5,2
4,02/11/2017,3,2,1,3,5,4,5,11,5,University of Pennsylvania,4,0
3,09/22/2016,5,3,3,2,5,4,5,11,5,University of Pennsylvania,4,2
2,05/12/2016,3,2,3,0,3,3,4,11,4,University of Pennsylvania,4,3
2,05/03/2016,5,2,1,4,4,3,4,11,5,University of Pennsylvania,2,4
4,12/01/2015,3,4,3,5,3,3,4,11,5,University of Pennsylvania,4,1
5,11/18/2015,5,5,5,2,5,5,5,11,5,University of Pennsylvania,5,4
5,10/08/2015,5,5,5,6,5,5,5,11,5,University of Pennsylvania,5,5
5,08/31/2015,5,5,5,1,5,4,5,11,5,University of Pennsylvania,5,4
5,08/05/2015,5,4,5,0,4,5,5,11,5,University of Pennsylvania,5,1
1,05/03/2015,1,1,1,19,1,1,1,11,1,University of Pennsylvania,1,24
5,11/03/2014,5,4,5,7,5,5,5,11,5,University of Pennsylvania,5,4
5,11/03/2014,5,3,5,2,5,5,5,11,5,University of Pennsylvania,5,5
5,10/05/2014,5,3,5,6,4,4,5,11,5,University of Pennsylvania,4,2
5,09/21/2014,4,2,5,1,5,4,5,11,5,University of Pennsylvania,2,4
4,07/29/2014,3,3,1,7,4,2,4,11,4,University of Pennsylvania,2,9
5,07/18/2014,5,5,5,4,4,5,5,11,5,University of Pennsylvania,5,2
5,04/02/2014,5,4,5,1,4,5,5,11,5,University of Pennsylvania,5,2
3,01/03/2014,5,4,3,19,5,5,1,11,4,University of Pennsylvania,5,8
3,10/28/2013,1,2,1,1,1,1,1,11,1,University of Pennsylvania,1,8
4,10/22/2013,5,5,5,1,5,5,5,11,5,University of Pennsylvania,5,2
5,08/20/2013,5,4,4,1,4,5,5,11,5,University of Pennsylvania,5,0
4,03/26/2013,5,3,3,4,5,5,5,11,5,University of Pennsylvania,5,1
4,11/27/2012,4,3,3,8,3,2,1,11,2,University of Pennsylvania,4,1
3,10/28/2012,2,1,3,0,4,5,5,11,3,University of Pennsylvania,3,1
5,10/27/2012,5,2,4,2,5,5,5,11,4,University of Pennsylvania,5,1
3,10/19/2012,5,3,4,0,4,5,5,11,5,University of Pennsylvania,5,1
3,08/31/2012,3,2,1,4,3,4,1,11,5,University of Pennsylvania,3,0
5,07/11/2012,5,4,5,0,5,5,5,11,4,University of Pennsylvania,5,0
5,06/23/2012,5,3,5,0,5,5,5,11,5,University of Pennsylvania,5,0
5,04/23/2012,4,4,5,0,4,5,5,11,5,University of Pennsylvania,5,0
3,03/14/2012,4,3,5,0,4,5,5,11,5,University of Pennsylvania,5,1
5,01/30/2012,4,5,4,0,5,3,5,11,5,University of Pennsylvania,5,0
4,01/27/2012,5,2,5,0,4,5,5,11,5,University of Pennsylvania,5,0
2,12/13/2011,3,2,5,0,2,1,1,11,3,University of Pennsylvania,3,0
4,09/04/2011,3,3,3,0,4,3,3,11,5,University of Pennsylvania,3,0
5,08/31/2011,5,5,5,0,5,5,5,11,5,University of Pennsylvania,5,1
5,08/07/2011,5,5,5,0,5,5,5,11,5,University of Pennsylvania,5,0
5,08/07/2011,5,5,5,0,5,5,5,11,5,University of Pennsylvania,5,0
5,08/03/2011,5,4,5,0,4,5,5,11,5,University of Pennsylvania,5,0
5,05/05/2011,5,5,5,0,5,5,5,11,5,University of Pennsylvania,5,0
5,01/15/2011,5,3,4,0,3,5,5,11,5,University of Pennsylvania,5,0
5,01/14/2011,3,3,4,0,5,4,5,11,4,University of Pennsylvania,4,0
5,01/10/2011,5,4,4,0,4,4,5,11,5,University of Pennsylvania,5,0
5,01/08/2011,4,2,5,0,3,5,5,11,5,University of Pennsylvania,4,0
3,01/04/2011,4,5,5,0,5,4,5,11,4,University of Pennsylvania,4,0
5,12/19/2010,5,5,5,1,5,5,5,11,5,University of Pennsylvania,5,0
5,11/07/2010,5,3,5,0,5,5,5,11,5,University of Pennsylvania,5,0
1,08/31/2010,3,1,1,0,4,4,1,11,3,University of Pennsylvania,4,0
5,08/28/2010,4,5,5,0,5,5,5,11,5,University of Pennsylvania,4,0
5,08/24/2010,5,4,5,0,4,5,5,11,5,University of Pennsylvania,5,0
3,08/22/2010,5,3,4,0,5,5,5,11,5,University of Pennsylvania,5,0
5,08/20/2010,4,5,5,0,5,5,5,11,5,University of Pennsylvania,4,0
5,08/17/2010,5,5,5,0,5,5,5,11,5,University of Pennsylvania,5,0
5,08/06/2010,5,5,5,0,5,5,5,11,5,University of Pennsylvania,5,0
4,08/05/2010,4,4,5,0,4,5,5,11,5,University of Pennsylvania,4,0
5,07/29/2010,4,3,3,0,4,3,5,11,5,University of Pennsylvania,4,0
5,07/24/2010,5,4,4,1,5,5,5,11,5,University of Pennsylvania,5,0
4,12/21/2016,4,3,4,1,5,5,5,12,5,Amherst College,3,0
3,12/13/2016,5,3,4,2,4,5,5,12,5,Amherst College,3,0
4,10/31/2016,4,4,4,0,4,5,5,12,5,Amherst College,4,0
3,08/08/2016,3,2,4,2,5,5,5,12,5,Amherst College,4,1
4,03/25/2016,5,3,5,0,3,5,5,12,5,Amherst College,5,0
3,03/21/2016,5,2,5,3,4,3,5,12,5,Amherst College,3,1
4,01/24/2016,5,4,4,1,5,4,5,12,5,Amherst College,2,1
3,08/25/2015,4,3,2,4,4,3,4,12,5,Amherst College,2,3
5,01/15/2015,4,3,5,2,5,3,5,12,5,Amherst College,3,1
4,01/07/2015,5,2,3,3,4,2,4,12,5,Amherst College,2,3
5,12/01/2014,5,3,4,1,4,4,5,12,5,Amherst College,4,2
3,11/24/2014,4,3,4,2,3,3,5,12,5,Amherst College,3,2
1,11/13/2014,3,3,3,4,3,4,4,12,5,Amherst College,3,0
1,10/20/2014,5,3,4,4,5,4,5,12,5,Amherst College,1,4
3,10/24/2013,5,3,5,0,3,3,3,12,5,Amherst College,3,1
5,09/04/2013,5,4,5,2,5,4,5,12,5,Amherst College,3,0
4,01/28/2013,4,2,1,2,4,4,5,12,5,Amherst College,3,0
4,08/23/2012,5,5,5,0,4,5,5,12,5,Amherst College,3,0
3,11/06/2011,5,3,5,0,3,4,5,12,5,Amherst College,4,1
3,04/20/2011,5,2,5,0,5,5,4,12,5,Amherst College,3,1
5,12/17/2010,4,2,4,0,3,4,5,12,5,Amherst College,5,0
4,09/19/2010,2,3,4,0,3,4,5,12,5,Amherst College,4,0
5,09/01/2010,5,5,5,0,5,5,5,12,5,Amherst College,5,0
5,09/01/2010,5,3,4,0,4,3,5,12,5,Amherst College,5,0
5,04/24/2010,4,3,4,0,4,4,5,12,5,Amherst College,5,0
3,07/14/2017,4,2,2,1,4,1,5,13,5,University of Notre Dame,1,0
4,05/23/2017,5,3,4,0,5,3,5,13,5,University of Notre Dame,5,0
4,05/01/2017,5,4,5,1,5,2,4,13,5,University of Notre Dame,5,0
5,04/21/2017,5,4,5,1,4,3,5,13,5,University of Notre Dame,5,0
4,04/02/2017,4,4,5,0,3,3,5,13,5,University of Notre Dame,4,0
5,03/02/2017,3,4,4,1,3,2,5,13,5,University of Notre Dame,4,0
5,01/19/2017,5,4,4,1,4,2,5,13,5,University of Notre Dame,5,1
4,01/19/2017,3,4,4,1,3,1,3,13,5,University of Notre Dame,4,1
5,01/14/2017,5,5,5,2,4,4,5,13,5,University of Notre Dame,4,0
4,12/04/2016,5,3,1,4,5,2,2,13,5,University of Notre Dame,3,13
5,11/16/2016,5,4,5,2,3,3,5,13,5,University of Notre Dame,5,0
4,11/10/2016,4,4,5,0,3,3,5,13,5,University of Notre Dame,5,0
4,07/28/2016,5,5,5,1,4,3,5,13,5,University of Notre Dame,5,0
4,05/14/2016,4,5,5,1,4,4,4,13,5,University of Notre Dame,4,2
4,05/03/2016,4,3,1,2,2,1,5,13,5,University of Notre Dame,2,1
5,04/24/2016,5,5,5,2,3,5,5,13,5,University of Notre Dame,3,0
4,04/07/2016,3,3,1,5,3,2,4,13,4,University of Notre Dame,2,13
4,04/01/2016,4,3,3,2,4,2,4,13,4,University of Notre Dame,3,16
5,11/30/2015,5,5,5,10,5,3,5,13,5,University of Notre Dame,5,1
5,11/25/2015,5,5,5,11,5,4,5,13,5,University of Notre Dame,5,4
5,11/17/2015,5,5,4,12,5,3,5,13,5,University of Notre Dame,5,4
5,11/12/2015,4,5,5,5,3,2,5,13,5,University of Notre Dame,5,2
5,10/07/2015,5,5,5,9,5,5,5,13,5,University of Notre Dame,5,3
5,10/01/2015,4,3,4,3,3,2,3,13,5,University of Notre Dame,5,3
5,07/29/2015,4,4,4,2,4,4,5,13,5,University of Notre Dame,5,2
5,05/22/2015,5,4,4,7,4,3,4,13,5,University of Notre Dame,5,2
5,02/21/2015,3,3,3,3,3,2,3,13,5,University of Notre Dame,4,1
5,02/07/2015,5,5,5,6,5,5,5,13,5,University of Notre Dame,5,1
5,01/29/2015,4,4,4,2,4,3,5,13,5,University of Notre Dame,5,1
5,01/24/2015,4,3,4,1,5,3,5,13,5,University of Notre Dame,4,0
5,12/16/2014,5,4,5,3,5,3,5,13,5,University of Notre Dame,5,1
3,12/13/2014,3,3,2,12,4,1,2,13,5,University of Notre Dame,4,12
4,12/07/2014,2,2,3,4,3,3,2,13,3,University of Notre Dame,2,9
5,12/01/2014,5,5,4,1,4,3,4,13,5,University of Notre Dame,5,4
5,11/29/2014,5,5,5,3,5,5,5,13,5,University of Notre Dame,5,2
5,11/20/2014,5,5,5,3,5,5,5,13,5,University of Notre Dame,5,3
5,11/17/2014,5,4,5,2,5,4,5,13,5,University of Notre Dame,5,3
5,11/17/2014,5,5,4,4,4,4,5,13,5,University of Notre Dame,5,0
5,11/07/2014,5,5,4,1,5,4,5,13,5,University of Notre Dame,5,2
5,11/05/2014,5,5,5,3,4,3,5,13,5,University of Notre Dame,5,0
5,11/02/2014,5,3,3,0,3,3,5,13,5,University of Notre Dame,5,2
5,10/20/2014,5,5,5,3,5,5,5,13,5,University of Notre Dame,5,0
4,08/09/2014,5,5,5,1,5,5,5,13,5,University of Notre Dame,5,0
5,12/01/2013,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
5,11/04/2013,5,4,5,0,4,5,5,13,5,University of Notre Dame,5,0
5,10/21/2013,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
5,06/01/2013,5,5,5,0,5,4,5,13,5,University of Notre Dame,5,0
5,12/07/2012,5,4,5,1,4,3,5,13,5,University of Notre Dame,5,0
5,11/19/2012,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
5,11/15/2012,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
5,11/07/2012,5,5,5,1,5,5,5,13,5,University of Notre Dame,5,1
5,10/31/2012,4,3,3,0,3,3,5,13,5,University of Notre Dame,5,0
5,08/24/2012,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
4,08/19/2012,4,5,3,0,5,4,5,13,5,University of Notre Dame,5,0
5,08/02/2012,4,4,3,0,4,3,5,13,5,University of Notre Dame,5,0
5,04/20/2012,5,5,5,0,4,4,5,13,5,University of Notre Dame,5,0
5,02/16/2012,5,4,3,0,5,3,5,13,5,University of Notre Dame,5,0
5,09/21/2011,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
5,08/01/2011,4,5,3,0,4,2,5,13,5,University of Notre Dame,4,0
5,04/27/2011,5,5,5,0,4,5,5,13,5,University of Notre Dame,5,0
5,04/15/2011,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
4,12/17/2010,5,5,3,0,5,3,5,13,5,University of Notre Dame,5,0
5,11/25/2010,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
5,11/16/2010,5,5,4,0,5,4,5,13,5,University of Notre Dame,5,0
5,11/14/2010,5,5,4,0,5,3,5,13,5,University of Notre Dame,5,0
5,10/10/2010,5,5,5,0,5,4,5,13,5,University of Notre Dame,5,0
5,08/25/2010,4,5,4,0,5,3,5,13,5,University of Notre Dame,5,0
5,08/25/2010,5,5,5,0,4,4,5,13,5,University of Notre Dame,5,0
4,08/21/2010,3,5,4,0,4,3,5,13,4,University of Notre Dame,4,0
5,08/12/2010,5,5,5,0,5,5,5,13,5,University of Notre Dame,5,0
5,07/26/2010,5,5,5,0,5,3,5,13,5,University of Notre Dame,5,0
5,05/31/2010,5,5,2,0,4,5,5,13,5,University of Notre Dame,5,0
5,04/20/2010,5,5,5,0,4,5,5,13,5,University of Notre Dame,5,0
5,04/15/2010,4,5,5,0,4,4,5,13,5,University of Notre Dame,5,0
5,12/23/2016,5,5,5,0,5,5,5,14,5,United States Military Academy,5,0
5,03/08/2016,5,2,5,0,4,3,5,14,5,United States Military Academy,4,1
1,02/11/2016,4,3,3,1,3,4,5,14,5,United States Military Academy,2,1
4,01/19/2016,4,2,2,0,2,3,4,14,5,United States Military Academy,3,2
4,11/20/2015,4,1,3,4,3,3,5,14,5,United States Military Academy,3,0
2,10/18/2015,3,1,1,1,2,2,5,14,5,United States Military Academy,1,1
1,05/13/2013,5,1,5,4,2,4,5,14,5,United States Military Academy,1,1
4,05/01/2013,5,1,5,3,2,3,5,14,4,United States Military Academy,1,0
3,04/27/2013,5,2,3,3,1,5,5,14,5,United States Military Academy,1,0
5,11/16/2012,5,2,5,0,2,3,5,14,5,United States Military Academy,2,1
4,10/12/2012,5,3,5,0,4,4,5,14,4,United States Military Academy,3,1
5,09/29/2012,5,2,5,0,5,4,2,14,5,United States Military Academy,1,1
5,06/23/2012,5,5,5,2,5,2,5,14,5,United States Military Academy,5,0
3,12/27/2011,4,2,3,0,3,2,5,14,5,United States Military Academy,2,1
4,08/03/2011,5,2,5,0,2,4,5,14,5,United States Military Academy,2,1
5,07/28/2011,5,5,5,1,5,5,5,14,5,United States Military Academy,4,2
5,05/15/2011,5,2,5,0,3,3,5,14,5,United States Military Academy,4,1
4,02/13/2011,5,2,5,0,2,4,5,14,5,United States Military Academy,2,1
5,01/19/2011,4,2,5,0,3,4,5,14,4,United States Military Academy,3,1
3,08/11/2010,5,3,3,3,3,3,5,14,4,United States Military Academy,3,0
5,04/13/2010,5,5,4,0,5,3,5,14,5,United States Military Academy,5,2
5,5/21/17,4,4,5,0,4,5,5,15,5,Northwestern University,4,24,2/25/16,5,3,3,1,4,4,4,15,5,Northwestern University,3,23,9/1/15,3,4,3,10,4,3,4,15,4,Northwestern University,3,105,5/25/15,5,4,4,3,5,5,5,15,5,Northwestern University,4,65,4/28/15,5,3,5,9,5,4,4,15,5,Northwestern University,4,03,1/25/15,4,4,4,5,5,4,4,15,5,Northwestern University,4,35,1/16/15,4,2,4,4,3,3,4,15,5,Northwestern University,3,34,11/24/14,5,4,5,17,4,5,5,15,5,Northwestern University,5,33,10/5/14,4,3,4,2,4,4,4,15,4,Northwestern University,3,34,8/1/14,5,3,5,3,4,5,5,15,5,Northwestern University,4,25,10/22/13,5,4,5,3,5,5,5,15,5,Northwestern University,5,43,11/15/12,5,4,3,3,5,4,2,15,5,Northwestern University,2,24,1/21/12,4,4,5,0,3,4,4,15,5,Northwestern University,4,74,6/21/11,5,4,5,2,4,4,5,15,5,Northwestern University,4,44,3/17/11,5,4,5,1,5,3,5,15,5,Northwestern University,3,44,1/19/11,5,4,5,1,5,5,5,15,5,Northwestern University,4,35,1/4/11,5,5,5,0,5,5,5,15,5,Northwestern University,5,35,8/31/10,5,5,5,1,5,5,5,15,5,Northwestern University,5,32,8/19/10,5,3,5,0,5,4,5,15,5,Northwestern University,2,35,7/29/10,5,5,5,2,5,5,5,15,5,Northwestern University,5,25,7/16/10,5,5,5,1,5,5,5,15,5,Northwestern University,5,35,6/30/10,5,5,5,0,5,5,1,15,5,Northwestern University,5,1
5,4/12/17,5,4,3,2,5,5,5,16,5,Columbia University,5,04,12/4/16,5,3,4,0,5,5,5,16,5,Columbia University,4,21,11/15/16,2,2,1,2,2,3,3,16,5,Columbia University,2,104,9/30/16,5,3,5,1,4,5,5,16,5,Columbia University,3,24,5/21/16,4,2,1,5,2,5,2,16,5,Columbia University,4,151,5/13/16,1,1,1,3,1,3,1,16,4,Columbia University,1,114,4/18/16,4,3,3,8,5,5,4,16,4,Columbia University,2,44,2/15/16,5,3,3,4,5,5,5,16,5,Columbia University,3,13,1/22/16,5,2,2,6,5,5,5,16,5,Columbia University,2,24,12/23/15,5,5,5,3,5,5,5,16,5,Columbia University,4,43,11/20/15,5,5,4,2,5,5,5,16,5,Columbia University,3,14,11/8/15,5,4,1,13,5,5,5,16,5,Columbia University,3,03,9/13/15,5,3,4,8,4,5,4,16,5,Columbia University,4,03,9/1/15,4,3,2,9,3,5,4,16,4,Columbia University,2,33,8/10/15,4,3,2,7,3,4,3,16,5,Columbia University,3,05,6/3/15,5,5,5,1,4,5,5,16,5,Columbia University,5,253,4/23/15,3,3,3,7,3,4,3,16,4,Columbia University,3,104,4/15/15,5,4,4,11,4,5,5,16,5,Columbia University,4,54,2/17/15,4,3,5,3,4,5,5,16,5,Columbia University,3,142,2/1/15,4,4,4,4,5,5,4,16,5,Columbia University,2,85,1/8/15,5,4,5,6,5,5,5,16,4,Columbia University,4,05,12/9/14,5,4,2,1,3,5,5,16,5,Columbia University,5,05,11/18/14,5,5,4,0,4,5,4,16,5,Columbia University,5,45,11/18/14,5,5,5,3,5,5,5,16,5,Columbia University,5,13,9/28/14,4,2,3,1,2,3,3,16,5,Columbia University,4,55,9/7/14,5,5,5,1,5,5,5,16,5,Columbia University,5,25,7/31/14,3,3,3,8,4,5,5,16,5,Columbia University,4,15,3/2/14,5,2,4,2,3,5,5,16,5,Columbia University,5,05,12/12/13,5,5,5,1,5,5,5,16,5,Columbia University,5,05,11/7/13,5,4,5,1,5,5,5,16,5,Columbia University,5,24,9/27/13,3,3,3,4,1,5,1,16,3,Columbia University,4,11,3/4/13,1,1,2,7,3,1,1,16,4,Columbia University,3,65,2/21/13,5,5,5,0,5,5,5,16,5,Columbia University,5,04,2/11/13,4,3,3,0,4,4,5,16,5,Columbia University,4,05,1/14/13,5,2,2,0,3,5,5,16,5,Columbia University,4,12,9/22/12,5,3,4,0,2,4,3,16,3,Columbia University,5,14,9/16/12,3,2,3,0,4,4,5,16,5,Columbia University,4,24,8/21/12,5,3,4,0,4,5,5,16,5,Columbia University,5,21,8/16/12,2,2,2,0,5,2,3,16,5,Columbia University,4,25,7/18/12,5,2,5,0,5,4,5,16,5,Columbia University,5,25,4/9/12,4,4,4,0,5,5,5,16,5,Columbia University,4,15,3/25/12,5,4,5,2,5,5,5,16,5,Columbia University,5,05,1/22/12,5,5,5,0,5,5,5,16,5,Columbia University,5,05,1/16/12,5,3,4,0,2,5,5,16,5,Columbia University,5,03,1/14/12,4,2,3,0,3,4,5,16,4,Columbia University,4,05,12/5/11,5,5,5,0,5,5,5,16,5,Columbia University,5,05,11/21/11,5,2,4,0,4,4,5,16,4,Columbia University,5,04,11/4/11,5,3,4,0,2,3,5,16,4,Columbia University,4,12,9/22/11,1,1,3,0,1,1,1,16,2,Columbia University,1,15,9/12/11,5,1,4,0,5,5,5,16,5,Columbia University,5,05,9/8/11,5,5,5,0,5,5,5,16,5,Columbia University,5,05,9/6/11,3,3,3,0,3,4,5,16,5,Columbia University,4,04,8/11/11,5,3,5,1,4,5,5,16,5,Columbia University,5,01,8/4/11,2,2,1,0,1,2,1,16,1,Columbia University,2,05,7/27/11,3,2,5,0,4,4,5,16,5,Columbia University,4,05,7/12/11,5,5,1,0,3,5,3,16,5,Columbia University,5,05,7/11/11,5,3,3,0,4,5,5,16,5,Columbia University,5,14,6/29/11,5,2,3,1,5,5,5,16,5,Columbia University,5,03,5/6/11,5,3,1,0,4,2,1,16,5,Columbia University,4,05,3/9/11,4,2,3,0,3,5,5,16,5,Columbia University,4,04,2/18/11,5,3,4,0,5,5,5,16,5,Columbia University,5,03,2/4/11,5,3,2,0,4,2,5,16,4,Columbia University,5,05,2/3/11,4,3,3,0,3,5,5,16,4,Columbia University,4,04,1/26/11,4,1,1,0,5,5,5,16,5,Columbia University,4,05,11/29/10,5,1,2,0,1,5,1,16,5,Columbia University,3,15,9/10/10,5,5,3,0,5,5,5,16,5,Columbia University,5,04,9/3/10,5,3,4,0,5,4,5,16,5,Columbia University,5,05,8/2/10,5,3,3,0,5,5,5,16,5,Columbia University,5,0
1,05/12/2017,3,5,4,2,4,5,5,17,5,Dartmouth College,4,0
4,09/29/2015,5,4,4,3,4,4,5,17,5,Dartmouth College,5,0
3,09/25/2015,5,3,3,2,4,4,4,17,5,Dartmouth College,4,0
5,04/07/2015,5,5,5,9,4,4,5,17,5,Dartmouth College,5,2
3,03/18/2015,5,4,5,5,2,3,5,17,5,Dartmouth College,5,1
