clubs,date,facilities,food,happiness,helpful,internet,location,opportunities,rank,reputation,school,social,unhelpful
5,12/06/2013,5,3,5,0,4,4,5,47,4,University of North Carolina at Chapel Hill,5,0
4,12/04/2013,5,4,5,0,3,5,5,47,5,University of North Carolina at Chapel Hill,4,0
5,11/21/2013,5,3,3,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
4,11/21/2013,4,3,4,0,3,5,5,47,5,University of North Carolina at Chapel Hill,4,0
4,11/20/2013,5,4,5,0,3,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,11/13/2013,5,5,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,11/07/2013,5,4,3,0,3,4,5,47,4,University of North Carolina at Chapel Hill,5,0
5,10/30/2013,5,5,5,0,4,4,5,47,5,University of North Carolina at Chapel Hill,5,0
5,10/01/2013,5,4,5,0,3,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,09/30/2013,5,4,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
4,09/20/2013,4,3,2,0,1,3,3,47,4,University of North Carolina at Chapel Hill,3,0
5,09/17/2013,4,5,4,0,4,5,5,47,4,University of North Carolina at Chapel Hill,5,0
5,08/24/2013,5,4,5,0,4,5,5,47,5,University of North Carolina at Chapel Hill,5,1
5,08/19/2013,5,4,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,06/19/2013,5,4,4,0,4,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,06/16/2013,5,4,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
3,06/13/2013,4,3,3,0,1,5,1,47,1,University of North Carolina at Chapel Hill,4,0
5,06/12/2013,5,4,4,0,4,5,5,47,5,University of North Carolina at Chapel Hill,5,0
4,05/13/2013,5,4,5,0,4,4,5,47,5,University of North Carolina at Chapel Hill,5,0
5,05/13/2013,5,5,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,04/29/2013,5,5,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,03/30/2013,5,4,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,03/19/2013,4,4,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,4,0
5,03/10/2013,5,4,4,0,3,4,5,47,5,University of North Carolina at Chapel Hill,5,0
5,03/08/2013,5,4,5,0,4,5,5,47,5,University of North Carolina at Chapel Hill,5,0
5,01/14/2013,5,4,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
2,01/10/2013,3,3,2,0,2,5,1,47,4,University of North Carolina at Chapel Hill,3,0
5,01/10/2013,4,3,4,0,3,5,5,47,5,University of North Carolina at Chapel Hill,5,0
4,11/30/2012,3,4,4,0,3,4,5,47,4,University of North Carolina at Chapel Hill,4,0
4,11/24/2012,4,5,4,0,3,4,5,47,5,University of North Carolina at Chapel Hill,4,0
4,11/15/2012,5,3,4,0,5,4,5,47,4,University of North Carolina at Chapel Hill,5,0
5,11/15/2012,4,5,5,0,5,5,5,47,5,University of North Carolina at Chapel Hill,5,0
3,05/08/2017,4,3,5,0,3,3,4,48,5,Kenyon College,4,0
5,04/19/2017,5,4,5,0,3,4,4,48,5,Kenyon College,4,0
4,04/05/2017,3,3,2,0,3,1,3,48,3,Kenyon College,2,0
1,02/16/2017,3,3,4,0,3,2,3,48,4,Kenyon College,2,0
4,01/19/2017,4,2,4,0,4,3,5,48,5,Kenyon College,3,0
4,11/29/2016,4,3,5,0,3,5,3,48,4,Kenyon College,5,0
3,11/15/2016,5,4,3,0,4,3,3,48,5,Kenyon College,3,0
4,11/04/2016,4,3,4,0,3,3,4,48,5,Kenyon College,4,0
5,11/03/2016,5,3,5,0,4,5,5,48,5,Kenyon College,4,0
4,11/02/2016,3,2,2,1,2,2,3,48,4,Kenyon College,1,0
3,05/25/2016,5,3,4,4,3,3,4,48,4,Kenyon College,4,0
3,05/25/2016,5,3,4,1,3,3,4,48,4,Kenyon College,4,0
4,04/28/2016,5,4,5,2,3,3,4,48,4,Kenyon College,4,0
5,04/21/2016,5,3,5,1,5,4,5,48,5,Kenyon College,5,1
5,03/20/2016,5,4,5,1,3,3,3,48,5,Kenyon College,4,0
2,02/29/2016,2,3,3,2,4,2,3,48,1,Kenyon College,3,1
4,02/15/2016,5,4,5,2,3,4,4,48,5,Kenyon College,4,0
4,02/09/2016,3,2,3,2,3,1,2,48,4,Kenyon College,5,3
3,10/09/2015,5,5,5,0,3,5,4,48,5,Kenyon College,3,0
4,06/12/2015,5,4,5,5,4,4,4,48,5,Kenyon College,5,1
3,05/07/2015,4,4,4,1,4,3,4,48,5,Kenyon College,5,0
5,04/21/2015,3,4,5,1,4,4,5,48,5,Kenyon College,4,0
4,04/04/2015,2,3,4,0,4,5,5,48,5,Kenyon College,4,0
5,04/01/2015,4,3,4,0,4,4,4,48,5,Kenyon College,4,0
3,01/25/2015,4,3,4,0,3,4,5,48,5,Kenyon College,5,0
5,01/07/2015,4,5,5,0,4,5,5,48,5,Kenyon College,5,0
5,01/03/2015,5,3,4,0,4,4,4,48,4,Kenyon College,5,0
3,12/18/2014,5,5,4,0,3,4,4,48,4,Kenyon College,5,0
5,12/18/2014,4,4,5,3,4,4,5,48,5,Kenyon College,5,0
5,11/28/2014,4,4,5,0,5,4,5,48,5,Kenyon College,5,0
4,11/28/2014,5,5,5,1,4,5,5,48,5,Kenyon College,5,0
3,11/15/2014,5,3,3,2,3,3,3,48,5,Kenyon College,5,1
5,11/07/2014,5,4,4,4,5,5,5,48,5,Kenyon College,5,0
4,10/15/2014,3,5,3,0,4,4,5,48,5,Kenyon College,3,1
5,10/02/2014,5,5,4,0,4,3,3,48,5,Kenyon College,5,0
5,09/16/2014,4,4,4,0,4,4,5,48,5,Kenyon College,5,0
5,01/28/2014,5,4,4,2,4,5,5,48,5,Kenyon College,5,0
5,12/29/2013,5,4,2,0,5,3,5,48,5,Kenyon College,5,0
5,11/10/2013,4,4,4,1,5,3,1,48,5,Kenyon College,5,1
3,09/23/2013,4,4,1,1,2,4,1,48,4,Kenyon College,4,2
5,08/29/2013,5,5,5,1,5,5,5,48,5,Kenyon College,5,0
5,07/18/2013,5,5,5,1,5,5,5,48,5,Kenyon College,5,0
3,04/24/2013,4,3,5,0,3,2,5,48,4,Kenyon College,4,0
5,11/30/2012,4,3,5,1,4,3,5,48,5,Kenyon College,5,0
4,11/29/2012,5,3,3,0,4,3,5,48,5,Kenyon College,5,0
3,09/16/2012,5,3,3,0,3,4,5,48,4,Kenyon College,5,0
3,07/24/2012,4,4,2,0,4,3,5,48,5,Kenyon College,5,0
3,06/22/2012,4,3,4,0,3,4,5,48,5,Kenyon College,4,0
5,06/16/2012,5,4,5,1,5,5,5,48,5,Kenyon College,5,0
3,01/16/2012,5,3,3,0,3,1,3,48,4,Kenyon College,5,0
5,12/21/2011,3,2,3,1,2,3,5,48,5,Kenyon College,4,0
4,12/19/2011,4,5,5,0,5,4,5,48,5,Kenyon College,5,0
4,11/15/2011,3,4,5,0,5,4,5,48,5,Kenyon College,4,0
5,11/08/2011,5,5,5,1,5,5,5,48,5,Kenyon College,5,0
5,10/27/2011,5,4,5,0,4,3,5,48,5,Kenyon College,5,0
5,10/26/2011,4,2,2,0,3,5,3,48,5,Kenyon College,5,0
4,07/14/2011,4,4,5,2,5,4,5,48,5,Kenyon College,5,0
4,03/24/2011,5,2,4,0,4,4,5,48,5,Kenyon College,5,0
5,01/01/2011,5,5,5,0,4,4,5,48,5,Kenyon College,5,0
3,10/28/2010,3,2,4,1,4,2,5,48,4,Kenyon College,4,0
4,10/16/2010,5,3,5,0,4,4,5,48,5,Kenyon College,5,0
5,10/10/2010,5,5,5,1,5,4,5,48,5,Kenyon College,5,0
4,08/07/2010,4,4,4,0,4,5,5,48,5,Kenyon College,5,0
5,08/06/2010,3,2,4,0,5,2,5,48,5,Kenyon College,4,0
3,07/25/2010,2,3,1,0,3,1,1,48,4,Kenyon College,3,0
4,06/29/2010,4,4,4,0,4,3,5,48,5,Kenyon College,5,0
4,05/22/2010,4,3,3,0,5,2,5,48,5,Kenyon College,5,0
4,04/23/2010,5,2,4,0,3,5,5,48,4,Kenyon College,5,0
3,04/16/2010,5,4,4,0,5,5,5,48,5,Kenyon College,5,0
4,04/16/2010,4,5,5,0,5,5,5,48,5,Kenyon College,5,0
4,07/25/2017,5,4,5,0,5,4,5,49,5,Bucknell University,5,0
4,07/23/2017,5,3,5,0,5,4,5,49,4,Bucknell University,5,0
5,04/06/2017,4,4,5,1,5,4,5,49,5,Bucknell University,5,0
4,04/03/2017,3,3,3,2,4,3,3,49,4,Bucknell University,3,0
2,03/31/2017,4,3,3,2,3,2,3,49,4,Bucknell University,4,2
4,03/07/2017,5,4,4,1,4,3,4,49,4,Bucknell University,4,1
4,11/08/2016,4,3,4,3,5,3,4,49,4,Bucknell University,3,2
5,10/25/2016,5,5,5,3,4,4,5,49,5,Bucknell University,5,2
5,10/23/2016,5,3,5,2,5,3,5,49,5,Bucknell University,5,2
4,10/20/2016,5,4,5,0,5,4,5,49,5,Bucknell University,5,1
4,10/18/2016,5,3,5,0,4,4,5,49,5,Bucknell University,5,2
2,10/12/2016,3,4,3,0,4,4,4,49,5,Bucknell University,3,1
2,06/08/2016,5,4,5,0,5,3,4,49,5,Bucknell University,4,3
1,04/12/2016,4,3,4,0,5,2,4,49,5,Bucknell University,4,2
3,03/24/2016,5,4,5,1,3,3,4,49,5,Bucknell University,5,2
4,02/18/2016,4,5,2,3,3,4,3,49,3,Bucknell University,3,1
3,01/27/2016,5,3,5,0,4,3,5,49,5,Bucknell University,4,2
1,12/08/2015,5,3,4,1,3,3,3,49,5,Bucknell University,4,3
4,11/20/2015,5,4,5,1,4,3,5,49,5,Bucknell University,5,2
4,11/05/2015,4,4,5,0,3,4,3,49,4,Bucknell University,4,1
4,11/04/2015,5,4,3,0,4,3,4,49,4,Bucknell University,5,1
5,11/02/2015,5,3,5,0,5,4,5,49,4,Bucknell University,5,3
5,10/26/2015,5,5,5,0,5,5,5,49,5,Bucknell University,5,4
5,10/07/2015,5,5,5,0,5,4,5,49,5,Bucknell University,5,1
5,03/09/2015,3,4,5,5,3,4,5,49,5,Bucknell University,4,0
5,03/01/2015,5,5,5,2,5,5,5,49,5,Bucknell University,5,3
5,02/10/2015,5,5,4,1,4,4,5,49,4,Bucknell University,5,1
5,12/02/2014,5,5,5,1,5,4,5,49,5,Bucknell University,5,5
4,11/10/2014,5,3,5,4,3,4,5,49,5,Bucknell University,5,1
5,10/29/2014,4,4,4,1,4,4,5,49,5,Bucknell University,5,5
1,10/29/2014,3,1,1,17,1,1,2,49,4,Bucknell University,2,20
5,10/19/2014,4,4,1,10,5,4,4,49,4,Bucknell University,5,7
5,09/27/2014,4,5,5,2,4,4,5,49,5,Bucknell University,5,1
5,03/18/2014,3,1,5,1,3,1,5,49,5,Bucknell University,2,2
4,12/16/2013,5,3,4,1,4,4,5,49,5,Bucknell University,5,3
5,11/07/2013,5,4,4,0,3,5,5,49,5,Bucknell University,5,2
5,10/02/2013,5,5,5,3,5,5,5,49,5,Bucknell University,5,0
4,09/06/2013,4,4,4,2,5,5,5,49,5,Bucknell University,5,0
5,08/26/2013,5,3,5,2,4,5,5,49,5,Bucknell University,5,0
5,06/25/2013,5,5,5,3,5,5,5,49,5,Bucknell University,5,1
3,04/09/2013,4,4,4,0,5,4,5,49,5,Bucknell University,5,0
4,01/16/2013,5,5,4,0,4,4,5,49,5,Bucknell University,5,1
5,01/15/2013,5,3,5,0,5,3,5,49,5,Bucknell University,5,0
5,12/28/2012,5,4,5,0,3,5,5,49,5,Bucknell University,5,0
3,10/11/2012,4,3,4,0,2,3,5,49,4,Bucknell University,5,0
4,09/30/2012,4,3,3,0,3,3,5,49,5,Bucknell University,4,0
5,08/13/2012,5,5,5,0,5,4,5,49,5,Bucknell University,5,0
5,06/30/2012,5,4,4,0,4,3,5,49,5,Bucknell University,5,0
5,06/13/2012,5,5,5,1,4,5,5,49,5,Bucknell University,5,1
4,03/19/2012,5,5,2,3,4,5,5,49,5,Bucknell University,5,1
5,03/07/2012,4,4,5,1,5,2,5,49,5,Bucknell University,4,0
5,02/02/2012,5,4,4,1,4,2,5,49,4,Bucknell University,5,0
5,01/20/2012,5,5,4,0,5,2,5,49,5,Bucknell University,5,0
5,12/24/2011,5,4,5,0,3,2,5,49,5,Bucknell University,5,0
5,11/10/2011,5,4,3,0,5,3,5,49,5,Bucknell University,5,0
5,11/08/2011,5,4,5,0,4,4,5,49,5,Bucknell University,5,0
4,10/25/2011,5,3,3,0,3,2,5,49,4,Bucknell University,5,0
5,10/02/2011,5,5,5,0,5,4,5,49,5,Bucknell University,5,0
4,08/06/2011,5,4,5,0,4,2,5,49,5,Bucknell University,5,0
5,07/21/2011,5,4,5,0,5,2,5,49,5,Bucknell University,5,0
4,05/02/2011,4,3,2,0,3,5,5,49,5,Bucknell University,5,0
5,04/12/2011,5,4,5,0,4,3,5,49,5,Bucknell University,5,0
5,04/12/2011,5,5,5,0,5,3,5,49,5,Bucknell University,5,0
4,04/11/2011,5,5,4,0,2,3,5,49,5,Bucknell University,5,0
5,04/06/2011,5,5,3,4,3,4,5,49,5,Bucknell University,5,0
4,03/28/2011,5,4,4,0,4,2,5,49,5,Bucknell University,5,0
5,03/23/2011,5,4,5,0,3,2,5,49,5,Bucknell University,5,0
5,03/21/2011,5,4,5,0,4,3,5,49,5,Bucknell University,5,0
5,02/18/2011,5,4,5,0,5,4,5,49,4,Bucknell University,5,0
3,01/23/2011,5,4,2,0,5,5,3,49,4,Bucknell University,5,0
5,01/14/2011,4,4,3,0,3,2,5,49,4,Bucknell University,5,0
5,12/10/2010,5,5,5,0,5,3,5,49,5,Bucknell University,5,0
5,11/06/2010,5,4,5,0,3,4,5,49,5,Bucknell University,5,0
5,10/31/2010,5,5,5,0,5,3,5,49,5,Bucknell University,5,0
5,10/22/2010,5,5,5,0,4,5,5,49,5,Bucknell University,5,0
5,10/21/2010,5,5,5,0,5,3,5,49,5,Bucknell University,5,0
4,10/12/2010,5,4,4,0,3,3,5,49,5,Bucknell University,5,0
4,10/12/2010,5,4,4,0,3,3,5,49,5,Bucknell University,5,0
5,10/11/2010,5,4,5,0,2,5,5,49,5,Bucknell University,5,0
5,10/07/2010,5,4,5,0,4,4,5,49,5,Bucknell University,5,0
5,08/30/2010,5,4,4,0,3,3,5,49,4,Bucknell University,5,0
5,08/23/2010,5,5,5,0,5,5,5,49,5,Bucknell University,5,0
5,07/09/2010,5,5,5,0,5,3,5,49,5,Bucknell University,5,0
5,06/08/2010,5,4,5,0,4,2,5,49,5,Bucknell University,5,0
4,05/23/2010,4,5,4,0,4,2,5,49,5,Bucknell University,4,0
5,04/26/2010,4,4,4,0,3,3,5,49,4,Bucknell University,5,0
5,04/15/2010,5,4,5,0,5,3,5,49,5,Bucknell University,5,0
4,06/01/2017,4,3,5,0,3,2,4,50,5,Hamilton College,4,0
4,01/17/2017,4,4,5,0,5,2,4,50,4,Hamilton College,5,0
5,01/15/2017,5,5,5,0,5,5,5,50,5,Hamilton College,5,0
4,01/10/2017,5,4,5,0,4,4,4,50,5,Hamilton College,4,0
4,12/06/2016,5,4,4,0,4,4,4,50,5,Hamilton College,4,0
4,11/08/2016,4,2,5,0,4,4,4,50,5,Hamilton College,4,0
4,05/10/2016,4,3,5,3,5,3,5,50,5,Hamilton College,4,0
4,03/31/2016,5,3,5,0,4,4,5,50,5,Hamilton College,2,0
2,02/22/2016,4,2,2,3,4,3,4,50,4,Hamilton College,1,8
1,01/19/2016,5,3,4,3,4,3,4,50,5,Hamilton College,4,1
3,12/03/2015,4,3,1,1,3,2,4,50,5,Hamilton College,2,3
3,11/17/2015,5,4,5,0,5,3,4,50,5,Hamilton College,3,0
5,11/13/2015,5,5,5,1,5,4,5,50,5,Hamilton College,4,1
4,10/20/2015,5,4,5,0,5,4,5,50,5,Hamilton College,4,0
4,09/24/2015,5,3,5,2,4,4,5,50,4,Hamilton College,4,0
4,09/23/2015,5,3,4,0,3,3,5,50,4,Hamilton College,4,0
5,04/21/2015,5,4,5,2,5,4,5,50,5,Hamilton College,5,0
4,04/16/2015,5,4,5,1,5,3,4,50,5,Hamilton College,4,0
5,01/14/2015,5,5,5,0,5,5,5,50,5,Hamilton College,5,0
5,12/30/2014,5,4,5,0,4,5,5,50,5,Hamilton College,4,0
5,11/28/2014,4,3,5,0,4,4,5,50,5,Hamilton College,5,0
5,11/17/2014,5,5,5,1,5,5,5,50,5,Hamilton College,5,0
5,11/17/2014,4,4,3,0,4,3,4,50,5,Hamilton College,5,0
5,11/17/2014,5,4,5,1,4,3,5,50,5,Hamilton College,5,0
4,11/09/2014,4,4,5,0,3,4,5,50,5,Hamilton College,5,0
5,11/08/2014,4,4,3,2,3,2,3,50,4,Hamilton College,5,1
5,10/27/2014,4,4,5,1,5,4,5,50,5,Hamilton College,5,0
5,10/07/2014,4,3,5,0,3,3,5,50,5,Hamilton College,5,0
5,09/29/2014,4,4,5,1,5,4,4,50,4,Hamilton College,5,0
4,09/26/2014,3,3,5,0,5,5,5,50,4,Hamilton College,4,1
2,06/23/2014,3,1,1,0,3,3,1,50,4,Hamilton College,3,0
4,05/02/2014,5,5,5,0,5,3,5,50,5,Hamilton College,5,0
5,12/26/2013,5,5,5,0,5,2,5,50,4,Hamilton College,5,0
4,11/18/2013,1,4,4,0,4,1,5,50,5,Hamilton College,2,0
5,11/12/2013,4,5,5,0,5,5,5,50,5,Hamilton College,5,0
4,11/05/2013,4,5,5,0,5,2,5,50,5,Hamilton College,5,0
5,04/23/2013,5,5,5,0,5,5,5,50,5,Hamilton College,5,0
4,04/16/2013,4,5,4,1,5,4,5,50,5,Hamilton College,4,0
5,04/08/2013,5,4,4,0,5,3,5,50,5,Hamilton College,5,0
4,02/22/2013,5,4,5,0,3,2,5,50,5,Hamilton College,5,0
3,01/24/2013,4,3,4,0,4,3,5,50,5,Hamilton College,5,0
5,12/28/2012,5,4,4,0,5,3,5,50,5,Hamilton College,5,0
4,11/12/2012,5,4,4,0,4,3,5,50,4,Hamilton College,5,0
5,10/23/2012,5,5,5,0,5,2,5,50,5,Hamilton College,5,0
4,10/14/2012,3,3,4,0,4,3,5,50,5,Hamilton College,4,0
5,10/04/2012,4,5,4,0,5,4,5,50,5,Hamilton College,5,1
4,06/07/2012,4,4,5,0,5,4,5,50,5,Hamilton College,5,0
4,05/06/2012,4,3,3,0,5,3,5,50,5,Hamilton College,5,0
3,05/06/2012,3,1,3,0,5,2,5,50,5,Hamilton College,4,0
4,04/17/2012,3,3,3,0,3,1,3,50,2,Hamilton College,3,0
4,01/15/2012,4,3,3,0,4,1,5,50,5,Hamilton College,5,0
4,01/11/2012,3,2,5,0,5,2,5,50,5,Hamilton College,4,0
5,01/04/2012,4,4,4,0,5,3,5,50,5,Hamilton College,5,0
5,12/18/2011,4,4,5,0,4,3,5,50,5,Hamilton College,5,0
5,11/17/2011,5,3,4,0,3,4,5,50,5,Hamilton College,5,0
5,11/10/2011,3,3,5,0,5,2,5,50,4,Hamilton College,4,0
5,10/18/2011,4,2,5,0,4,2,5,50,5,Hamilton College,5,0
5,07/02/2011,4,4,5,0,5,2,5,50,5,Hamilton College,5,0
4,04/11/2011,3,4,2,0,4,2,3,50,4,Hamilton College,4,0
5,02/05/2011,4,3,3,0,4,2,5,50,5,Hamilton College,5,0
5,01/18/2011,4,3,2,0,2,2,1,50,4,Hamilton College,5,0
4,10/07/2010,5,4,3,0,5,4,5,50,5,Hamilton College,5,0
5,09/12/2010,4,5,2,0,3,1,3,50,5,Hamilton College,5,0
5,08/20/2010,4,4,3,0,5,1,5,50,4,Hamilton College,5,0
4,06/28/2010,3,3,4,0,4,3,5,50,5,Hamilton College,4,0
4,07/21/2017,5,4,5,0,3,3,5,51,4,College of the Holy Cross,5,0
4,03/03/2017,4,3,3,2,4,3,5,51,5,College of the Holy Cross,4,1
4,12/06/2016,5,5,5,2,5,3,5,51,5,College of the Holy Cross,4,0
4,11/30/2016,5,4,5,0,3,4,5,51,5,College of the Holy Cross,5,0
4,11/16/2016,3,3,5,0,3,3,5,51,5,College of the Holy Cross,5,0
4,11/16/2016,4,3,4,1,5,3,3,51,4,College of the Holy Cross,3,0
5,11/13/2016,5,5,5,0,3,5,5,51,5,College of the Holy Cross,5,0
4,11/03/2016,5,3,4,0,4,4,4,51,5,College of the Holy Cross,3,0
4,10/25/2016,5,3,5,1,4,3,5,51,5,College of the Holy Cross,5,0
5,09/15/2016,4,5,4,0,3,3,5,51,5,College of the Holy Cross,3,0
4,05/03/2016,4,2,3,0,3,3,5,51,5,College of the Holy Cross,3,0
2,04/21/2016,5,1,3,0,3,3,4,51,4,College of the Holy Cross,3,1
2,04/20/2016,4,1,1,0,2,3,2,51,4,College of the Holy Cross,2,2
4,04/04/2016,5,4,5,1,5,3,4,51,4,College of the Holy Cross,5,0
5,11/19/2015,5,3,5,1,3,3,5,51,5,College of the Holy Cross,5,0
4,11/18/2015,4,3,5,2,4,5,4,51,4,College of the Holy Cross,4,0
4,11/16/2015,5,3,5,2,4,4,4,51,5,College of the Holy Cross,5,0
4,10/26/2015,5,3,5,2,4,3,4,51,4,College of the Holy Cross,4,1
3,06/29/2015,4,3,1,2,4,3,5,51,5,College of the Holy Cross,1,15
3,06/08/2015,4,3,4,2,3,3,3,51,4,College of the Holy Cross,4,1
3,03/20/2015,3,4,3,8,3,3,3,51,4,College of the Holy Cross,4,9
5,01/16/2015,4,4,5,4,3,4,5,51,4,College of the Holy Cross,5,0
3,01/15/2015,5,5,5,1,5,5,4,51,4,College of the Holy Cross,5,0
5,12/24/2014,3,2,3,1,1,2,4,51,5,College of the Holy Cross,3,0
5,10/30/2014,5,3,5,0,4,3,5,51,5,College of the Holy Cross,5,1
5,10/26/2014,5,3,5,4,5,3,5,51,5,College of the Holy Cross,5,0
4,10/22/2014,2,1,4,7,1,3,1,51,5,College of the Holy Cross,3,5
5,10/12/2014,4,4,4,1,2,2,4,51,5,College of the Holy Cross,5,0
5,10/06/2014,2,3,3,0,1,3,3,51,4,College of the Holy Cross,4,3
4,06/25/2014,5,2,4,2,4,3,5,51,5,College of the Holy Cross,5,0
5,01/02/2014,5,4,5,0,5,5,5,51,5,College of the Holy Cross,5,0
5,11/29/2013,5,4,4,0,5,4,5,51,5,College of the Holy Cross,5,0
5,11/29/2013,5,4,4,0,5,4,5,51,5,College of the Holy Cross,5,0
5,11/13/2013,5,2,3,0,4,4,5,51,4,College of the Holy Cross,5,0
5,05/10/2013,5,3,4,0,5,4,5,51,5,College of the Holy Cross,5,0
5,04/25/2013,5,3,3,1,3,3,5,51,5,College of the Holy Cross,5,0
5,04/25/2013,5,3,5,0,5,5,5,51,5,College of the Holy Cross,5,0
5,12/18/2012,5,3,4,1,3,5,5,51,5,College of the Holy Cross,5,0
5,11/26/2012,5,3,4,2,3,5,5,51,5,College of the Holy Cross,5,0
4,10/24/2012,3,3,4,0,3,2,5,51,5,College of the Holy Cross,4,0
5,07/26/2012,5,2,4,1,4,2,5,51,5,College of the Holy Cross,5,0
5,05/21/2012,5,3,5,0,3,5,5,51,5,College of the Holy Cross,5,0
5,04/18/2012,5,3,4,0,3,3,5,51,5,College of the Holy Cross,5,0
4,03/30/2012,4,2,2,0,3,4,5,51,5,College of the Holy Cross,5,0
5,03/25/2012,4,4,3,0,4,4,5,51,5,College of the Holy Cross,5,0
4,02/20/2012,5,5,5,0,4,4,5,51,5,College of the Holy Cross,5,1
5,02/12/2012,5,5,4,0,5,4,5,51,5,College of the Holy Cross,5,0
4,01/23/2012,4,1,1,0,3,1,3,51,4,College of the Holy Cross,4,0
5,01/18/2012,5,3,5,0,4,4,5,51,5,College of the Holy Cross,5,0
5,12/30/2011,4,4,5,0,3,4,5,51,5,College of the Holy Cross,5,0
5,11/17/2011,5,3,4,0,3,3,5,51,5,College of the Holy Cross,5,0
5,11/15/2011,5,2,4,0,2,3,5,51,5,College of the Holy Cross,5,0
5,11/15/2011,4,1,4,1,3,4,3,51,4,College of the Holy Cross,5,0
5,11/09/2011,5,3,5,0,5,5,5,51,5,College of the Holy Cross,5,0
5,11/07/2011,5,3,5,0,3,5,5,51,5,College of the Holy Cross,5,0
4,10/29/2011,4,4,4,0,4,3,5,51,5,College of the Holy Cross,5,0
5,10/23/2011,5,3,4,0,4,5,5,51,5,College of the Holy Cross,5,0
5,10/19/2011,4,2,5,0,4,5,5,51,5,College of the Holy Cross,5,0
4,08/13/2011,5,2,4,0,5,3,5,51,4,College of the Holy Cross,5,0
5,05/14/2011,5,5,5,0,5,5,5,51,5,College of the Holy Cross,5,0
5,04/07/2011,5,3,4,0,4,4,5,51,5,College of the Holy Cross,5,0
5,01/11/2011,5,2,2,0,4,5,5,51,5,College of the Holy Cross,5,0
5,12/27/2010,5,4,5,0,3,2,5,51,5,College of the Holy Cross,5,0
5,12/08/2010,4,3,5,0,4,2,5,51,5,College of the Holy Cross,5,0
5,11/18/2010,5,5,5,0,5,5,5,51,5,College of the Holy Cross,5,0
4,10/30/2010,4,1,3,0,3,2,5,51,4,College of the Holy Cross,4,0
5,10/29/2010,5,4,5,0,4,5,5,51,5,College of the Holy Cross,5,0
4,10/19/2010,4,2,3,0,3,2,5,51,5,College of the Holy Cross,4,0
5,09/03/2010,5,3,4,0,3,4,5,51,5,College of the Holy Cross,5,0
5,08/20/2010,5,4,5,0,3,5,5,51,5,College of the Holy Cross,5,0
5,08/06/2010,5,5,5,0,5,5,5,51,5,College of the Holy Cross,5,0
5,05/07/2010,4,3,5,0,4,4,5,51,5,College of the Holy Cross,5,0
5,04/20/2010,5,2,2,0,3,2,5,51,5,College of the Holy Cross,5,0
5,04/14/2010,5,3,4,0,4,3,5,51,5,College of the Holy Cross,5,0
3,05/25/2017,3,4,4,0,3,2,4,52,5,Bates College,3,0
5,01/29/2017,5,5,5,0,5,4,5,52,5,Bates College,5,0
5,12/23/2016,5,5,5,0,5,4,5,52,5,Bates College,5,0
5,11/28/2016,5,5,5,1,5,4,5,52,5,Bates College,5,0
5,11/16/2016,5,5,5,1,5,4,5,52,5,Bates College,5,0
4,11/05/2016,5,5,4,0,4,4,5,52,5,Bates College,4,0
5,10/13/2016,5,5,5,1,5,4,5,52,5,Bates College,5,1
5,09/11/2016,5,5,4,0,5,4,5,52,5,Bates College,5,1
5,09/05/2016,5,5,5,1,4,5,5,52,5,Bates College,5,0
5,06/14/2016,5,5,5,3,4,4,4,52,5,Bates College,5,0
5,05/30/2016,5,5,4,5,4,4,5,52,5,Bates College,5,0
5,05/24/2016,5,5,5,3,3,4,5,52,5,Bates College,5,0
5,05/22/2016,5,5,5,3,5,5,5,52,5,Bates College,5,0
5,05/22/2016,5,5,5,2,5,5,5,52,5,Bates College,5,0
5,05/22/2016,5,5,5,1,5,5,5,52,5,Bates College,5,0
5,05/22/2016,5,5,5,1,5,5,5,52,5,Bates College,5,0
5,05/04/2016,5,5,5,2,4,3,5,52,5,Bates College,5,0
5,04/13/2016,5,5,5,2,4,3,5,52,5,Bates College,5,0
3,03/21/2016,4,5,3,0,2,1,3,52,4,Bates College,2,0
4,03/01/2016,5,5,5,2,4,2,4,52,5,Bates College,4,0
5,12/28/2015,4,5,5,5,4,4,5,52,5,Bates College,5,0
3,12/03/2015,5,4,3,3,3,3,3,52,4,Bates College,5,0
5,12/03/2015,5,5,5,1,5,4,5,52,5,Bates College,5,0
2,11/16/2015,1,1,2,0,2,1,2,52,3,Bates College,1,4
4,11/04/2015,3,5,3,2,4,2,4,52,4,Bates College,4,0
5,09/08/2015,5,5,5,2,4,4,5,52,5,Bates College,5,0
5,08/11/2015,5,5,5,1,4,4,5,52,5,Bates College,5,0
