clubs,date,facilities,food,happiness,helpful,internet,location,opportunities,reputation,school,social,unhelpful
5,09/18/2012,5,3,3,0,3,3,3,4,Indiana Wesleyan University,5,0
5,08/15/2012,5,3,4,0,4,5,5,5,Indiana Wesleyan University,5,0
4,07/13/2012,5,5,5,0,5,4,5,5,Indiana Wesleyan University,5,0
4,02/19/2012,5,4,5,0,4,4,5,5,Indiana Wesleyan University,5,0
4,02/07/2012,3,5,3,0,3,5,5,4,Indiana Wesleyan University,4,0
4,01/26/2012,3,3,4,0,4,3,5,5,Indiana Wesleyan University,4,0
4,12/25/2011,3,4,4,0,3,2,3,3,Indiana Wesleyan University,4,0
4,12/13/2011,4,4,3,0,4,3,5,4,Indiana Wesleyan University,5,0
4,12/02/2011,3,3,2,1,4,3,5,3,Indiana Wesleyan University,3,0
4,11/08/2011,5,4,4,0,4,4,5,5,Indiana Wesleyan University,5,0
4,10/31/2011,5,3,4,0,3,2,5,4,Indiana Wesleyan University,5,0
4,10/18/2011,5,4,4,0,5,5,5,5,Indiana Wesleyan University,5,0
4,08/01/2011,5,3,5,0,5,5,5,5,Indiana Wesleyan University,5,0
5,07/29/2011,5,5,3,0,4,5,5,5,Indiana Wesleyan University,5,0
1,07/10/2011,2,3,1,0,2,2,1,2,Indiana Wesleyan University,3,0
4,07/06/2011,4,4,5,0,5,3,5,4,Indiana Wesleyan University,5,0
2,05/17/2011,3,1,1,0,3,3,1,2,Indiana Wesleyan University,3,0
4,05/16/2011,5,4,5,0,4,3,5,5,Indiana Wesleyan University,5,0
5,04/05/2011,4,4,5,1,4,2,5,5,Indiana Wesleyan University,5,0
4,04/01/2011,4,5,4,0,4,4,5,5,Indiana Wesleyan University,5,0
3,03/31/2011,5,5,4,1,4,3,5,5,Indiana Wesleyan University,5,0
1,03/21/2011,1,2,1,0,1,1,1,1,Indiana Wesleyan University,1,0
1,03/16/2011,1,3,1,0,3,2,1,2,Indiana Wesleyan University,2,0
4,01/30/2011,5,4,4,0,5,4,5,4,Indiana Wesleyan University,5,0
4,12/29/2010,5,3,1,0,5,1,5,5,Indiana Wesleyan University,5,0
3,12/23/2010,2,4,3,0,5,4,5,4,Indiana Wesleyan University,4,0
5,12/02/2010,5,5,5,0,5,3,5,5,Indiana Wesleyan University,5,0
5,11/12/2010,5,4,4,0,4,5,5,5,Indiana Wesleyan University,5,0
5,10/24/2010,5,5,5,0,4,4,5,5,Indiana Wesleyan University,5,0
1,10/09/2010,4,2,3,0,3,3,3,3,Indiana Wesleyan University,4,0
5,10/09/2010,5,3,4,0,5,3,1,5,Indiana Wesleyan University,5,0
5,09/17/2010,5,5,5,0,4,4,5,5,Indiana Wesleyan University,5,0
5,08/25/2010,4,3,4,0,4,3,5,5,Indiana Wesleyan University,5,0
4,08/11/2010,5,5,5,0,5,5,5,5,Indiana Wesleyan University,5,0
5,06/29/2010,5,5,4,0,5,4,5,5,Indiana Wesleyan University,5,0
3,04/30/2010,4,3,2,0,4,2,5,3,Indiana Wesleyan University,5,0
4,04/25/2010,5,4,5,0,4,2,5,4,Indiana Wesleyan University,5,0
4,02/28/2017,5,4,5,0,5,5,5,5,Swarthmore College,3,0
5,02/13/2017,5,4,5,0,5,5,5,5,Swarthmore College,5,0
4,01/17/2017,5,5,4,0,5,4,5,5,Swarthmore College,3,1
5,04/19/2016,5,2,3,0,5,5,4,5,Swarthmore College,4,0
4,04/18/2016,4,3,3,0,4,5,5,5,Swarthmore College,3,1
4,04/04/2016,5,3,5,1,5,4,4,5,Swarthmore College,5,3
5,01/13/2016,5,3,4,1,3,4,3,5,Swarthmore College,3,1
4,12/01/2015,4,3,4,2,4,5,4,5,Swarthmore College,4,1
4,09/01/2015,5,1,2,7,3,3,4,4,Swarthmore College,2,2
5,01/01/2015,4,4,5,11,3,3,5,5,Swarthmore College,4,2
5,12/06/2014,5,3,5,6,3,5,4,5,Swarthmore College,4,1
3,12/04/2014,5,1,2,5,2,2,3,4,Swarthmore College,1,6
4,11/28/2014,5,4,5,1,4,5,4,5,Swarthmore College,5,1
3,11/24/2014,5,2,5,2,3,5,5,5,Swarthmore College,4,2
3,12/30/2013,5,4,5,5,3,5,4,5,Swarthmore College,3,1
5,11/17/2013,5,5,5,1,5,5,5,5,Swarthmore College,5,2
5,09/05/2012,5,4,5,3,5,5,5,5,Swarthmore College,5,2
4,02/02/2012,5,3,1,0,3,5,5,5,Swarthmore College,4,1
5,12/29/2011,5,3,5,0,2,5,5,5,Swarthmore College,5,1
5,10/27/2011,4,3,3,0,2,3,4,5,Swarthmore College,4,1
5,08/13/2011,4,3,3,0,3,4,5,5,Swarthmore College,5,1
5,01/07/2011,4,3,5,0,4,4,5,5,Swarthmore College,5,1
4,12/20/2010,3,3,5,0,4,4,5,5,Swarthmore College,4,1
4,12/20/2010,3,3,4,0,4,5,5,5,Swarthmore College,4,1
4,11/07/2010,5,3,4,0,5,5,5,5,Swarthmore College,5,1
4,11/06/2010,3,2,2,0,2,2,5,5,Swarthmore College,4,1
5,08/29/2010,5,5,5,0,5,5,5,5,Swarthmore College,5,1
4,05/06/2010,3,2,5,0,5,4,5,5,Swarthmore College,4,1
4,04/19/2010,5,4,3,0,4,5,5,5,Swarthmore College,5,1
4,04/11/2010,5,3,5,0,2,4,5,5,Swarthmore College,5,1
4,07/09/2017,4,3,4,0,3,4,5,4,West Chester University of Pennsylvania,4,0
4,05/25/2017,4,4,4,1,3,4,4,4,West Chester University of Pennsylvania,4,0
5,05/18/2017,4,5,5,1,5,5,5,5,West Chester University of Pennsylvania,5,0
5,04/18/2017,4,3,5,1,2,5,4,4,West Chester University of Pennsylvania,5,1
4,04/03/2017,4,3,5,0,4,4,5,5,West Chester University of Pennsylvania,5,0
4,03/28/2017,4,4,4,1,3,5,5,5,West Chester University of Pennsylvania,5,0
4,03/20/2017,5,3,5,3,5,5,5,4,West Chester University of Pennsylvania,4,0
5,03/08/2017,5,3,5,0,5,5,5,5,West Chester University of Pennsylvania,5,0
4,03/03/2017,4,3,5,0,3,4,5,5,West Chester University of Pennsylvania,5,0
5,03/03/2017,3,4,5,0,4,5,4,4,West Chester University of Pennsylvania,5,2
5,03/01/2017,5,4,5,0,4,5,4,4,West Chester University of Pennsylvania,4,0
5,02/23/2017,4,5,5,1,4,5,5,5,West Chester University of Pennsylvania,5,0
4,02/22/2017,4,3,5,0,3,5,4,4,West Chester University of Pennsylvania,4,0
1,02/21/2017,1,1,1,0,3,2,2,1,West Chester University of Pennsylvania,1,4
4,02/17/2017,4,3,3,0,3,5,4,4,West Chester University of Pennsylvania,4,0
5,02/16/2017,5,4,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
4,02/08/2017,4,2,5,0,3,5,4,4,West Chester University of Pennsylvania,5,0
4,01/26/2017,4,3,4,0,4,4,3,3,West Chester University of Pennsylvania,4,4
2,01/25/2017,1,2,1,3,4,3,1,5,West Chester University of Pennsylvania,1,4
4,01/23/2017,5,3,5,2,5,4,4,4,West Chester University of Pennsylvania,4,1
4,01/22/2017,4,4,5,2,3,4,5,4,West Chester University of Pennsylvania,4,2
3,01/19/2017,4,3,4,2,3,5,4,4,West Chester University of Pennsylvania,4,1
5,01/11/2017,4,3,4,2,3,5,5,4,West Chester University of Pennsylvania,4,1
5,12/17/2016,4,3,4,1,4,4,5,4,West Chester University of Pennsylvania,4,1
5,12/15/2016,5,4,5,0,4,4,5,4,West Chester University of Pennsylvania,5,1
2,12/13/2016,2,1,2,2,1,1,1,3,West Chester University of Pennsylvania,2,4
4,12/10/2016,4,3,5,2,3,5,5,5,West Chester University of Pennsylvania,4,2
4,12/05/2016,4,3,4,0,3,5,5,4,West Chester University of Pennsylvania,4,1
5,11/22/2016,3,2,3,0,3,5,5,3,West Chester University of Pennsylvania,3,0
4,11/21/2016,5,3,5,1,5,5,5,4,West Chester University of Pennsylvania,5,0
1,11/16/2016,2,1,1,1,1,1,1,1,West Chester University of Pennsylvania,2,6
5,11/06/2016,5,5,5,2,5,5,5,5,West Chester University of Pennsylvania,5,1
4,10/24/2016,4,4,5,3,5,4,5,3,West Chester University of Pennsylvania,4,1
4,10/20/2016,4,3,3,2,5,4,5,4,West Chester University of Pennsylvania,4,0
3,10/01/2016,5,4,5,3,5,4,4,3,West Chester University of Pennsylvania,5,0
4,09/28/2016,5,4,5,3,4,4,4,4,West Chester University of Pennsylvania,5,0
5,09/18/2016,5,3,5,3,4,4,5,5,West Chester University of Pennsylvania,5,0
3,09/15/2016,4,2,4,4,3,5,5,3,West Chester University of Pennsylvania,4,0
4,08/25/2016,5,3,3,0,3,4,3,4,West Chester University of Pennsylvania,5,0
4,08/11/2016,3,3,4,2,4,4,4,4,West Chester University of Pennsylvania,3,0
3,08/01/2016,5,3,3,2,3,4,3,4,West Chester University of Pennsylvania,5,0
4,07/05/2016,5,2,5,1,5,4,5,4,West Chester University of Pennsylvania,5,0
3,05/29/2016,4,3,3,1,3,4,3,4,West Chester University of Pennsylvania,4,0
3,05/12/2016,3,4,4,0,4,2,3,2,West Chester University of Pennsylvania,3,0
4,05/03/2016,3,2,3,2,3,5,5,3,West Chester University of Pennsylvania,4,0
4,04/29/2016,4,4,4,2,3,4,4,4,West Chester University of Pennsylvania,4,0
4,03/21/2016,3,3,4,2,3,4,4,5,West Chester University of Pennsylvania,4,1
4,03/20/2016,3,3,5,1,4,5,5,5,West Chester University of Pennsylvania,4,0
4,03/12/2016,4,2,3,6,1,4,3,3,West Chester University of Pennsylvania,4,1
4,02/26/2016,3,2,4,3,3,4,4,4,West Chester University of Pennsylvania,4,0
5,02/22/2016,5,3,5,1,5,5,5,5,West Chester University of Pennsylvania,5,1
4,02/21/2016,3,3,4,2,3,4,5,4,West Chester University of Pennsylvania,4,0
5,02/11/2016,4,4,5,1,4,5,5,4,West Chester University of Pennsylvania,4,0
5,01/31/2016,3,3,5,0,4,5,5,4,West Chester University of Pennsylvania,4,0
4,01/26/2016,3,4,4,0,3,4,4,4,West Chester University of Pennsylvania,4,0
4,01/25/2016,3,3,5,2,3,5,5,4,West Chester University of Pennsylvania,4,0
5,12/28/2015,5,3,5,2,3,5,5,5,West Chester University of Pennsylvania,5,0
5,12/20/2015,5,3,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
4,12/18/2015,5,4,4,2,4,5,5,4,West Chester University of Pennsylvania,5,1
4,12/18/2015,3,5,5,1,4,4,5,4,West Chester University of Pennsylvania,4,0
5,12/15/2015,5,5,5,2,5,5,5,5,West Chester University of Pennsylvania,5,0
4,12/14/2015,4,3,5,1,3,5,4,4,West Chester University of Pennsylvania,4,1
5,12/13/2015,5,5,5,1,5,5,5,5,West Chester University of Pennsylvania,5,0
5,12/13/2015,4,3,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
3,12/10/2015,5,4,4,1,3,5,4,4,West Chester University of Pennsylvania,5,1
4,12/08/2015,2,1,3,0,1,4,4,3,West Chester University of Pennsylvania,2,0
5,12/08/2015,4,3,4,0,4,5,5,5,West Chester University of Pennsylvania,5,1
3,12/06/2015,2,1,3,0,2,4,3,4,West Chester University of Pennsylvania,3,0
2,12/06/2015,3,3,3,0,1,2,3,4,West Chester University of Pennsylvania,3,0
5,12/02/2015,3,3,5,0,2,5,5,4,West Chester University of Pennsylvania,4,0
4,12/01/2015,5,4,5,0,3,4,4,4,West Chester University of Pennsylvania,5,1
4,11/17/2015,5,3,3,1,3,4,3,4,West Chester University of Pennsylvania,5,0
4,11/17/2015,4,4,5,0,3,5,5,4,West Chester University of Pennsylvania,5,1
4,11/12/2015,4,3,4,0,3,5,5,4,West Chester University of Pennsylvania,4,1
5,11/11/2015,3,3,3,0,1,4,4,3,West Chester University of Pennsylvania,4,0
4,11/10/2015,3,3,4,1,3,5,5,4,West Chester University of Pennsylvania,4,0
4,11/04/2015,3,3,5,0,3,5,5,4,West Chester University of Pennsylvania,4,0
4,10/28/2015,4,3,4,0,1,5,5,4,West Chester University of Pennsylvania,4,0
4,10/27/2015,4,3,4,0,4,5,3,4,West Chester University of Pennsylvania,4,0
3,10/22/2015,3,1,3,2,2,3,2,4,West Chester University of Pennsylvania,3,1
5,10/20/2015,3,3,4,2,2,4,4,4,West Chester University of Pennsylvania,3,0
4,10/14/2015,3,4,5,0,3,5,5,4,West Chester University of Pennsylvania,4,2
3,10/09/2015,3,4,5,1,4,4,4,4,West Chester University of Pennsylvania,4,1
4,09/30/2015,4,3,4,2,2,4,5,4,West Chester University of Pennsylvania,4,1
5,09/23/2015,4,3,4,1,1,4,3,3,West Chester University of Pennsylvania,4,4
3,09/21/2015,3,3,4,1,4,5,5,5,West Chester University of Pennsylvania,4,2
3,05/18/2015,4,2,5,1,3,5,5,5,West Chester University of Pennsylvania,5,0
4,05/18/2015,5,3,5,3,3,5,5,5,West Chester University of Pennsylvania,5,0
5,05/05/2015,5,3,5,1,3,5,5,5,West Chester University of Pennsylvania,5,1
5,05/03/2015,1,1,3,0,1,4,3,5,West Chester University of Pennsylvania,2,6
5,04/26/2015,5,5,5,4,5,5,5,5,West Chester University of Pennsylvania,5,3
2,04/24/2015,1,1,1,2,2,2,1,2,West Chester University of Pennsylvania,2,8
3,04/22/2015,4,3,3,3,1,4,3,3,West Chester University of Pennsylvania,4,2
5,04/21/2015,4,3,4,1,4,5,5,5,West Chester University of Pennsylvania,5,0
4,04/08/2015,3,3,4,0,3,4,4,3,West Chester University of Pennsylvania,3,1
5,04/02/2015,4,3,5,1,4,4,5,5,West Chester University of Pennsylvania,4,2
3,03/19/2015,4,2,3,3,2,5,4,4,West Chester University of Pennsylvania,4,4
4,03/17/2015,4,3,4,1,4,5,5,4,West Chester University of Pennsylvania,4,1
3,03/16/2015,5,3,3,2,2,4,3,4,West Chester University of Pennsylvania,5,2
3,03/02/2015,3,3,4,0,2,4,5,4,West Chester University of Pennsylvania,4,1
4,02/28/2015,3,4,5,2,2,4,4,5,West Chester University of Pennsylvania,4,0
4,02/26/2015,4,3,5,0,3,5,5,4,West Chester University of Pennsylvania,5,1
4,02/24/2015,4,4,3,0,2,4,4,5,West Chester University of Pennsylvania,4,1
4,02/18/2015,4,3,5,0,3,4,4,4,West Chester University of Pennsylvania,5,0
4,02/02/2015,5,3,5,1,4,5,5,5,West Chester University of Pennsylvania,5,0
5,01/28/2015,5,3,5,0,4,5,5,5,West Chester University of Pennsylvania,5,1
5,01/23/2015,3,3,5,0,3,3,4,4,West Chester University of Pennsylvania,4,0
4,01/21/2015,3,3,4,0,2,4,5,4,West Chester University of Pennsylvania,4,0
4,01/21/2015,5,3,5,0,1,5,5,5,West Chester University of Pennsylvania,4,0
4,01/18/2015,5,3,5,0,2,5,4,5,West Chester University of Pennsylvania,4,0
3,01/16/2015,4,4,4,0,1,5,3,3,West Chester University of Pennsylvania,5,0
5,01/09/2015,5,4,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
3,01/07/2015,4,4,3,1,2,5,4,4,West Chester University of Pennsylvania,4,1
3,01/01/2015,5,4,3,0,3,4,4,3,West Chester University of Pennsylvania,5,1
5,12/31/2014,5,5,5,0,3,5,5,5,West Chester University of Pennsylvania,5,0
5,12/24/2014,4,3,5,0,3,5,5,4,West Chester University of Pennsylvania,5,0
4,12/21/2014,4,3,3,0,3,4,5,4,West Chester University of Pennsylvania,5,0
4,12/18/2014,5,4,4,1,1,5,5,4,West Chester University of Pennsylvania,5,0
4,12/18/2014,5,3,5,1,3,5,5,5,West Chester University of Pennsylvania,5,0
3,12/17/2014,3,4,5,1,3,5,4,4,West Chester University of Pennsylvania,4,0
4,12/14/2014,3,3,5,0,3,4,5,4,West Chester University of Pennsylvania,4,0
5,12/13/2014,5,2,5,2,3,5,5,5,West Chester University of Pennsylvania,5,0
5,12/12/2014,5,3,5,2,4,5,5,5,West Chester University of Pennsylvania,5,1
4,12/12/2014,3,4,4,0,5,4,5,4,West Chester University of Pennsylvania,4,0
5,12/12/2014,5,3,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
5,12/12/2014,5,4,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
5,12/11/2014,5,5,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
5,12/11/2014,5,4,5,0,5,5,5,5,West Chester University of Pennsylvania,5,0
5,12/11/2014,5,5,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
5,12/11/2014,5,5,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
5,12/11/2014,5,4,5,1,3,5,5,5,West Chester University of Pennsylvania,5,0
5,12/11/2014,5,5,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
5,12/11/2014,5,5,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
5,12/10/2014,5,4,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
5,12/10/2014,5,3,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
4,12/10/2014,5,4,5,0,4,5,5,5,West Chester University of Pennsylvania,5,0
4,12/10/2014,4,1,5,0,3,4,5,5,West Chester University of Pennsylvania,4,0
2,12/08/2014,3,1,3,0,2,3,2,3,West Chester University of Pennsylvania,3,0
5,12/08/2014,5,1,5,1,3,5,5,5,West Chester University of Pennsylvania,5,0
4,12/03/2014,4,3,4,0,3,4,4,4,West Chester University of Pennsylvania,4,0
4,12/01/2014,4,3,5,0,2,4,5,4,West Chester University of Pennsylvania,5,0
5,11/24/2014,4,4,5,0,3,4,4,4,West Chester University of Pennsylvania,5,1
3,11/24/2014,3,3,2,0,2,4,2,4,West Chester University of Pennsylvania,3,2
3,11/23/2014,3,3,4,1,4,4,4,4,West Chester University of Pennsylvania,4,0
3,11/18/2014,1,2,3,0,1,5,4,4,West Chester University of Pennsylvania,3,0
3,11/18/2014,3,3,3,0,3,4,4,4,West Chester University of Pennsylvania,4,0
2,11/17/2014,3,3,3,0,2,5,2,3,West Chester University of Pennsylvania,3,1
1,11/17/2014,1,1,1,1,1,1,1,1,West Chester University of Pennsylvania,1,5
4,11/13/2014,5,3,3,0,3,4,5,4,West Chester University of Pennsylvania,4,0
4,11/13/2014,3,4,4,0,3,4,4,4,West Chester University of Pennsylvania,4,0
3,11/12/2014,4,3,3,0,4,5,4,4,West Chester University of Pennsylvania,4,0
5,11/12/2014,4,1,4,0,2,4,4,4,West Chester University of Pennsylvania,4,0
3,11/07/2014,3,2,3,2,3,4,3,4,West Chester University of Pennsylvania,3,2
4,11/03/2014,3,4,5,1,4,5,5,5,West Chester University of Pennsylvania,4,0
2,11/03/2014,4,1,3,0,2,4,4,3,West Chester University of Pennsylvania,4,0
4,10/29/2014,4,4,5,0,5,4,5,4,West Chester University of Pennsylvania,5,0
4,10/28/2014,5,3,5,0,3,5,5,4,West Chester University of Pennsylvania,5,0
3,10/20/2014,4,1,2,0,1,5,5,4,West Chester University of Pennsylvania,4,2
2,10/16/2014,4,3,3,2,3,4,4,3,West Chester University of Pennsylvania,4,1
5,10/08/2014,4,4,4,2,3,5,4,4,West Chester University of Pennsylvania,4,0
3,10/07/2014,3,1,2,3,2,4,2,3,West Chester University of Pennsylvania,3,1
4,10/06/2014,4,5,3,1,4,4,5,5,West Chester University of Pennsylvania,5,1
3,10/04/2014,4,1,3,2,2,3,2,3,West Chester University of Pennsylvania,4,1
3,10/02/2014,3,3,3,1,2,4,3,4,West Chester University of Pennsylvania,3,1
3,10/02/2014,3,1,2,1,2,4,3,3,West Chester University of Pennsylvania,3,1
3,09/29/2014,3,4,3,2,4,5,1,2,West Chester University of Pennsylvania,4,5
4,09/29/2014,3,2,4,4,2,5,5,3,West Chester University of Pennsylvania,4,0
3,09/28/2014,4,3,3,2,5,5,5,2,West Chester University of Pennsylvania,5,0
5,09/27/2014,3,3,5,1,2,4,4,4,West Chester University of Pennsylvania,4,0
5,09/23/2014,3,5,4,1,4,5,5,5,West Chester University of Pennsylvania,4,0
4,09/23/2014,3,5,4,0,4,5,4,4,West Chester University of Pennsylvania,4,0
4,09/17/2014,4,3,4,0,4,4,5,4,West Chester University of Pennsylvania,4,0
5,09/08/2014,4,2,5,0,5,4,5,4,West Chester University of Pennsylvania,4,0
3,09/05/2014,2,3,3,0,3,4,5,3,West Chester University of Pennsylvania,2,0
5,09/01/2014,4,5,5,0,5,5,5,4,West Chester University of Pennsylvania,5,0
4,05/08/2014,4,4,3,0,2,5,5,4,West Chester University of Pennsylvania,4,0
5,05/05/2014,4,1,4,0,1,5,5,3,West Chester University of Pennsylvania,4,1
3,05/04/2014,2,1,2,0,1,3,5,4,West Chester University of Pennsylvania,3,0
1,04/10/2014,1,1,1,0,1,1,1,1,West Chester University of Pennsylvania,1,1
5,03/27/2014,5,5,5,0,5,5,5,5,West Chester University of Pennsylvania,5,0
2,03/25/2014,3,3,1,2,1,2,3,3,West Chester University of Pennsylvania,3,0
3,03/12/2014,5,3,3,0,5,5,5,4,West Chester University of Pennsylvania,5,0
5,03/09/2014,5,4,3,0,4,5,1,5,West Chester University of Pennsylvania,5,0
3,02/14/2014,4,2,3,1,1,4,3,4,West Chester University of Pennsylvania,4,0
4,02/13/2014,5,4,4,0,3,4,5,4,West Chester University of Pennsylvania,5,0
5,02/10/2014,4,3,5,0,3,5,5,5,West Chester University of Pennsylvania,5,0
5,02/01/2014,5,2,4,1,3,5,5,4,West Chester University of Pennsylvania,5,0
2,01/27/2014,5,4,4,0,4,5,5,4,West Chester University of Pennsylvania,5,0
3,01/15/2014,3,4,4,0,4,4,5,2,West Chester University of Pennsylvania,4,0
2,01/14/2014,1,1,4,1,1,2,1,2,West Chester University of Pennsylvania,3,0
4,01/07/2014,5,4,5,0,3,5,5,5,West Chester University of Pennsylvania,4,0
4,01/02/2014,3,2,3,0,2,4,3,4,West Chester University of Pennsylvania,3,0
4,12/15/2013,5,4,4,0,4,5,5,4,West Chester University of Pennsylvania,5,0
5,12/15/2013,3,1,3,0,1,5,5,5,West Chester University of Pennsylvania,3,0
4,12/11/2013,5,3,5,0,3,4,5,4,West Chester University of Pennsylvania,5,1
4,11/14/2013,5,4,5,0,2,4,5,4,West Chester University of Pennsylvania,5,0
3,11/11/2013,5,5,5,0,3,5,5,4,West Chester University of Pennsylvania,5,0
1,10/29/2013,1,1,1,1,1,1,1,1,West Chester University of Pennsylvania,1,0
4,10/29/2013,5,4,5,0,2,5,5,4,West Chester University of Pennsylvania,5,1
4,10/25/2013,4,4,5,0,5,5,5,4,West Chester University of Pennsylvania,4,0
4,12/21/2016,4,3,4,1,5,5,5,5,Amherst College,3,0
3,12/13/2016,5,3,4,2,4,5,5,5,Amherst College,3,0
4,10/31/2016,4,4,4,0,4,5,5,5,Amherst College,4,0
3,08/08/2016,3,2,4,2,5,5,5,5,Amherst College,4,1
4,03/25/2016,5,3,5,0,3,5,5,5,Amherst College,5,0
3,03/21/2016,5,2,5,3,4,3,5,5,Amherst College,3,1
4,01/24/2016,5,4,4,1,5,4,5,5,Amherst College,2,1
3,08/25/2015,4,3,2,4,4,3,4,5,Amherst College,2,3
5,01/15/2015,4,3,5,2,5,3,5,5,Amherst College,3,1
4,01/07/2015,5,2,3,3,4,2,4,5,Amherst College,2,3
5,12/01/2014,5,3,4,1,4,4,5,5,Amherst College,4,2
3,11/24/2014,4,3,4,2,3,3,5,5,Amherst College,3,2
1,11/13/2014,3,3,3,4,3,4,4,5,Amherst College,3,0
1,10/20/2014,5,3,4,4,5,4,5,5,Amherst College,1,4
3,10/24/2013,5,3,5,0,3,3,3,5,Amherst College,3,1
5,09/04/2013,5,4,5,2,5,4,5,5,Amherst College,3,0
4,01/28/2013,4,2,1,2,4,4,5,5,Amherst College,3,0
4,08/23/2012,5,5,5,0,4,5,5,5,Amherst College,3,0
3,11/06/2011,5,3,5,0,3,4,5,5,Amherst College,4,1
3,04/20/2011,5,2,5,0,5,5,4,5,Amherst College,3,1
5,12/17/2010,4,2,4,0,3,4,5,5,Amherst College,5,0
4,09/19/2010,2,3,4,0,3,4,5,5,Amherst College,4,0
5,09/01/2010,5,5,5,0,5,5,5,5,Amherst College,5,0
5,09/01/2010,5,3,4,0,4,3,5,5,Amherst College,5,0
5,04/24/2010,4,3,4,0,4,4,5,5,Amherst College,5,0
3,07/14/2017,4,2,2,1,4,1,5,5,University of Notre Dame,1,0
4,05/23/2017,5,3,4,0,5,3,5,5,University of Notre Dame,5,0
4,05/01/2017,5,4,5,1,5,2,4,5,University of Notre Dame,5,0
5,04/21/2017,5,4,5,1,4,3,5,5,University of Notre Dame,5,0
4,04/02/2017,4,4,5,0,3,3,5,5,University of Notre Dame,4,0
5,03/02/2017,3,4,4,1,3,2,5,5,University of Notre Dame,4,0
5,01/19/2017,5,4,4,1,4,2,5,5,University of Notre Dame,5,1
4,01/19/2017,3,4,4,1,3,1,3,5,University of Notre Dame,4,1
5,01/14/2017,5,5,5,2,4,4,5,5,University of Notre Dame,4,0
4,12/04/2016,5,3,1,4,5,2,2,5,University of Notre Dame,3,13
5,11/16/2016,5,4,5,2,3,3,5,5,University of Notre Dame,5,0
4,11/10/2016,4,4,5,0,3,3,5,5,University of Notre Dame,5,0
4,07/28/2016,5,5,5,1,4,3,5,5,University of Notre Dame,5,0
4,05/14/2016,4,5,5,1,4,4,4,5,University of Notre Dame,4,2
4,05/03/2016,4,3,1,2,2,1,5,5,University of Notre Dame,2,1
5,04/24/2016,5,5,5,2,3,5,5,5,University of Notre Dame,3,0
4,04/07/2016,3,3,1,5,3,2,4,4,University of Notre Dame,2,13
4,04/01/2016,4,3,3,2,4,2,4,4,University of Notre Dame,3,16
5,11/30/2015,5,5,5,10,5,3,5,5,University of Notre Dame,5,1
5,11/25/2015,5,5,5,11,5,4,5,5,University of Notre Dame,5,4
5,11/17/2015,5,5,4,12,5,3,5,5,University of Notre Dame,5,4
5,11/12/2015,4,5,5,5,3,2,5,5,University of Notre Dame,5,2
5,10/07/2015,5,5,5,9,5,5,5,5,University of Notre Dame,5,3
5,10/01/2015,4,3,4,3,3,2,3,5,University of Notre Dame,5,3
5,07/29/2015,4,4,4,2,4,4,5,5,University of Notre Dame,5,2
5,05/22/2015,5,4,4,7,4,3,4,5,University of Notre Dame,5,2
5,02/21/2015,3,3,3,3,3,2,3,5,University of Notre Dame,4,1
5,02/07/2015,5,5,5,6,5,5,5,5,University of Notre Dame,5,1
5,01/29/2015,4,4,4,2,4,3,5,5,University of Notre Dame,5,1
5,01/24/2015,4,3,4,1,5,3,5,5,University of Notre Dame,4,0
5,12/16/2014,5,4,5,3,5,3,5,5,University of Notre Dame,5,1
3,12/13/2014,3,3,2,12,4,1,2,5,University of Notre Dame,4,12
4,12/07/2014,2,2,3,4,3,3,2,3,University of Notre Dame,2,9
5,12/01/2014,5,5,4,1,4,3,4,5,University of Notre Dame,5,4
5,11/29/2014,5,5,5,3,5,5,5,5,University of Notre Dame,5,2
5,11/20/2014,5,5,5,3,5,5,5,5,University of Notre Dame,5,3
5,11/17/2014,5,4,5,2,5,4,5,5,University of Notre Dame,5,3
5,11/17/2014,5,5,4,4,4,4,5,5,University of Notre Dame,5,0
5,11/07/2014,5,5,4,1,5,4,5,5,University of Notre Dame,5,2
5,11/05/2014,5,5,5,3,4,3,5,5,University of Notre Dame,5,0
5,11/02/2014,5,3,3,0,3,3,5,5,University of Notre Dame,5,2
5,10/20/2014,5,5,5,3,5,5,5,5,University of Notre Dame,5,0
4,08/09/2014,5,5,5,1,5,5,5,5,University of Notre Dame,5,0
5,12/01/2013,5,5,5,0,5,5,5,5,University of Notre Dame,5,0
5,11/04/2013,5,4,5,0,4,5,5,5,University of Notre Dame,5,0
5,10/21/2013,5,5,5,0,5,5,5,5,University of Notre Dame,5,0
5,06/01/2013,5,5,5,0,5,4,5,5,University of Notre Dame,5,0
5,12/07/2012,5,4,5,1,4,3,5,5,University of Notre Dame,5,0
